"datetime","deployment","pm10.avg","wd","ws"
2015-12-18 05:00:00,"T29-4N",8.248948,318.8955,1.371876352
2015-12-18 06:00:00,"T29-4N",10.08153,4.811358,0.881920512
2015-12-18 07:00:00,"T29-4N",11.11263,16.42581,2.841743872
2015-12-18 08:00:00,"T29-4N",9.406379,93.61993,0.48995584
2015-12-18 09:00:00,"T29-4N",12.68168,306.7653,0
2015-12-18 10:00:00,"T29-4N",11.69749,114.7249,1.273885184
2015-12-18 11:00:00,"T29-4N",9.156369,133.7059,1.567858688
2015-12-18 12:00:00,"T29-4N",8.660952,67.28967,0.97991168
2015-12-18 13:00:00,"T29-4N",11.64665,137.2473,1.763841024
2015-12-18 14:00:00,"T29-4N",5.194648,78.6462,1.567858688
2015-12-18 15:00:00,"T29-4N",5.480066,93.96886,0.685938176
2015-12-18 16:00:00,"T29-4N",6.18793,120.6502,2.057814528
2015-12-18 17:00:00,"T29-4N",10.19408,119.2047,2.057814528
2015-12-18 18:00:00,"T29-4N",9.273424,122.2844,1.665849856
2015-12-18 19:00:00,"T29-4N",7.171984,130.9578,2.253796864
2015-12-18 20:00:00,"T29-4N",6.585082,78.66355,1.665849856
2015-12-18 21:00:00,"T29-4N",6.007712,190.9611,0.48995584
2015-12-18 22:00:00,"T29-4N",6.577526,290.5844,1.861832192
2015-12-18 23:00:00,"T29-4N",7.195672,28.34584,1.95982336
2015-12-19 00:00:00,"T29-4N",5.411685,1.84002,1.763841024
2015-12-19 01:00:00,"T29-4N",7.232829,194.1643,0.783929344
2015-12-19 02:00:00,"T29-4N",15.74709,318.2042,2.351788032
2015-12-19 03:00:00,"T29-4N",11.41992,334.9334,2.743752704
2015-12-19 04:00:00,"T29-4N",7.223825,308.0049,2.743752704
2015-12-19 05:00:00,"T29-4N",7.203987,334.9096,3.233708544
2015-12-19 06:00:00,"T29-4N",9.843875,333.607,3.723664384
2015-12-19 07:00:00,"T29-4N",9.007031,336.2446,3.527682048
2015-12-19 08:00:00,"T29-4N",9.777101,345.7091,2.841743872
2015-12-19 09:00:00,"T29-4N",18.4415,0.676191,2.057814528
2015-12-19 10:00:00,"T29-4N",20.59711,300.8789,1.861832192
2015-12-19 11:00:00,"T29-4N",40.31868,290.0989,3.233708544
2015-12-19 12:00:00,"T29-4N",49.79387,3.079703,4.213620224
2015-12-19 13:00:00,"T29-4N",41.95263,333.3492,5.095540736
2015-12-19 14:00:00,"T29-4N",37.05402,86.13198,1.371876352
2015-12-19 15:00:00,"T29-4N",84.6343,169.9732,9.505143296
2015-12-19 16:00:00,"T29-4N",67.87445,137.9343,9.897107968
2015-12-19 17:00:00,"T29-4N",11.00653,176.644,8.035275776
2015-12-19 18:00:00,"T29-4N",12.0351,172.3745,4.8995584
2015-12-19 19:00:00,"T29-4N",9.413038,195.3542,3.037726208
2015-12-19 20:00:00,"T29-4N",10.94895,0.08452386,5.585496576
2015-12-19 21:00:00,"T29-4N",14.54927,185.0249,2.547770368
2015-12-19 22:00:00,"T29-4N",18.06737,204.7883,1.371876352
2015-12-19 23:00:00,"T29-4N",14.38277,280.4307,0.881920512
2015-12-20 00:00:00,"T29-4N",14.35577,198.6874,0.587947008
2015-12-20 01:00:00,"T29-4N",14.79547,301.7935,2.253796864
2015-12-20 02:00:00,"T29-4N",13.53945,271.8764,0
2015-12-20 03:00:00,"T29-4N",11.77147,2.743775,0.391964672
2015-12-20 04:00:00,"T29-4N",11.33293,339.8661,0.97991168
2015-12-20 05:00:00,"T29-4N",10.95202,299.0433,1.567858688
2015-12-20 06:00:00,"T29-4N",11.58018,184.5329,1.567858688
2015-12-20 07:00:00,"T29-4N",11.11027,327.7879,1.763841024
2015-12-20 08:00:00,"T29-4N",11.12865,237.9542,0.48995584
2015-12-20 09:00:00,"T29-4N",10.88795,90.75045,0.48995584
2015-12-20 10:00:00,"T29-4N",13.26992,68.7309,0.48995584
2015-12-20 11:00:00,"T29-4N",9.478459,125.9883,1.077902848
2015-12-20 12:00:00,"T29-4N",9.795263,206.7497,0.587947008
2015-12-20 13:00:00,"T29-4N",10.32279,144.1977,1.175894016
2015-12-20 14:00:00,"T29-4N",7.517199,177.7602,3.135717376
2015-12-20 15:00:00,"T29-4N",5.520905,93.18648,1.763841024
2015-12-20 16:00:00,"T29-4N",8.218028,106.2898,2.253796864
2015-12-20 17:00:00,"T29-4N",7.549505,139.9368,1.371876352
2015-12-20 18:00:00,"T29-4N",8.091586,140.1514,2.155805696
2015-12-20 19:00:00,"T29-4N",6.853835,155.2422,2.253796864
2015-12-20 20:00:00,"T29-4N",8.230501,27.46592,0.783929344
2015-12-20 21:00:00,"T29-4N",8.300955,257.2169,1.567858688
2015-12-20 22:00:00,"T29-4N",6.830366,300.6427,1.861832192
2015-12-20 23:00:00,"T29-4N",5.703858,276.9825,2.4497792
2015-12-21 00:00:00,"T29-4N",7.656135,92.35857,1.371876352
2015-12-21 01:00:00,"T29-4N",5.536888,309.845,1.371876352
2015-12-21 02:00:00,"T29-4N",7.855785,324.1555,1.46986752
2015-12-21 03:00:00,"T29-4N",5.489691,188.161,2.743752704
2015-12-21 04:00:00,"T29-4N",6.986557,23.92242,2.351788032
2015-12-21 05:00:00,"T29-4N",6.241069,263.385,0.881920512
2015-12-21 06:00:00,"T29-4N",6.245047,63.93039,1.861832192
2015-12-21 07:00:00,"T29-4N",8.426854,316.0499,0.783929344
2015-12-21 08:00:00,"T29-4N",6.306593,290.5237,3.037726208
2015-12-21 09:00:00,"T29-4N",9.061918,101.0949,0.195982336
2015-12-21 10:00:00,"T29-4N",8.039701,173.4451,0.48995584
2015-12-21 11:00:00,"T29-4N",5.938002,113.8927,2.93973504
2015-12-21 12:00:00,"T29-4N",4.830457,243.264,2.351788032
2015-12-21 13:00:00,"T29-4N",4.59232,78.58985,1.567858688
2015-12-21 14:00:00,"T29-4N",5.780672,296.2107,2.4497792
2015-12-21 15:00:00,"T29-4N",6.454391,323.1087,2.057814528
2015-12-21 16:00:00,"T29-4N",7.307124,338.685,0.48995584
2015-12-21 17:00:00,"T29-4N",6.432857,13.61268,1.567858688
2015-12-21 18:00:00,"T29-4N",6.207489,335.3018,3.331699712
2015-12-21 19:00:00,"T29-4N",6.573234,78.00686,2.253796864
2015-12-21 20:00:00,"T29-4N",6.836492,43.87005,2.155805696
2015-12-21 21:00:00,"T29-4N",6.441951,269.2172,2.743752704
2015-12-21 22:00:00,"T29-4N",7.494066,319.964,4.115629056
2015-12-21 23:00:00,"T29-4N",7.537338,142.5766,1.077902848
2015-12-22 00:00:00,"T29-4N",5.244549,236.552,2.4497792
2015-12-22 01:00:00,"T29-4N",4.846504,0.06285107,4.605584896
2015-12-22 02:00:00,"T29-4N",6.194162,125.4703,1.077902848
2015-12-22 03:00:00,"T29-4N",5.296688,13.07519,3.233708544
2015-12-22 04:00:00,"T29-4N",6.848884,279.9366,2.253796864
2015-12-22 05:00:00,"T29-4N",7.709607,127.3775,4.507593728
2015-12-22 06:00:00,"T29-4N",8.211985,8.142467,4.017637888
2015-12-22 07:00:00,"T29-4N",10.79765,250.5331,3.42969088
2015-12-22 08:00:00,"T29-4N",10.64074,197.3004,3.42969088
2015-12-22 09:00:00,"T29-4N",9.920039,148.6363,0.587947008
2015-12-22 10:00:00,"T29-4N",8.88635,347.586,2.93973504
2015-12-22 11:00:00,"T29-4N",8.400236,131.2699,1.371876352
2015-12-22 12:00:00,"T29-4N",6.22509,125.4204,2.4497792
2015-12-22 13:00:00,"T29-4N",6.454308,75.78973,1.371876352
2015-12-22 14:00:00,"T29-4N",16.67657,130.1646,1.46986752
2015-12-22 15:00:00,"T29-4N",5.386188,124.9761,6.36942592
2015-12-22 16:00:00,"T29-4N",7.366291,40.83369,0.685938176
2015-12-22 17:00:00,"T29-4N",18.84563,257.1888,5.38951424
2015-12-22 18:00:00,"T29-4N",34.63646,318.9757,7.83929344
2015-12-22 19:00:00,"T29-4N",23.21964,327.0619,7.83929344
2015-12-22 20:00:00,"T29-4N",27.04962,38.96767,2.4497792
2015-12-22 21:00:00,"T29-4N",17.73742,71.35548,4.311611392
2015-12-22 22:00:00,"T29-4N",15.48927,148.9896,1.861832192
2015-12-22 23:00:00,"T29-4N",16.51803,175.257,1.861832192
2015-12-23 00:00:00,"T29-4N",15.11614,228.3748,2.841743872
2015-12-23 01:00:00,"T29-4N",13.60545,119.8115,1.665849856
2015-12-23 02:00:00,"T29-4N",11.27211,74.1426,2.351788032
2015-12-23 03:00:00,"T29-4N",12.86311,146.9935,1.665849856
2015-12-23 04:00:00,"T29-4N",10.93626,17.65248,1.46986752
2015-12-23 05:00:00,"T29-4N",11.26639,40.29621,2.645761536
2015-12-23 06:00:00,"T29-4N",10.74419,72.16604,3.527682048
2015-12-23 07:00:00,"T29-4N",11.72391,28.65359,2.351788032
2015-12-23 08:00:00,"T29-4N",14.19338,8.705958,4.997549568
2015-12-23 09:00:00,"T29-4N",13.24329,338.0955,4.605584896
2015-12-23 10:00:00,"T29-4N",10.94676,308.562,5.87947008
2015-12-23 11:00:00,"T29-4N",7.463624,347.6467,3.625673216
2015-12-23 12:00:00,"T29-4N",5.551428,327.2374,3.233708544
2015-12-23 13:00:00,"T29-4N",6.770329,156.3236,5.977461248
2015-12-23 14:00:00,"T29-4N",10.53089,170.7512,3.625673216
2015-12-23 15:00:00,"T29-4N",9.175235,201.442,2.93973504
2015-12-23 16:00:00,"T29-4N",12.36597,155.0905,4.311611392
2015-12-23 17:00:00,"T29-4N",13.48621,181.5161,3.135717376
2015-12-23 18:00:00,"T29-4N",13.326,157.5568,0.783929344
2015-12-23 19:00:00,"T29-4N",9.836165,81.53736,2.155805696
2015-12-23 20:00:00,"T29-4N",10.16572,212.3998,0.685938176
2015-12-23 21:00:00,"T29-4N",9.606018,141.0812,0
2015-12-23 22:00:00,"T29-4N",8.965606,329.7753,2.743752704
2015-12-23 23:00:00,"T29-4N",6.182453,306.8888,1.95982336
2015-12-24 00:00:00,"T29-4N",6.24767,323.3298,1.371876352
2015-12-24 01:00:00,"T29-4N",6.892262,344.1812,0.783929344
2015-12-24 02:00:00,"T29-4N",5.962327,293.3715,1.175894016
2015-12-24 03:00:00,"T29-4N",6.575515,21.78765,0
2015-12-24 04:00:00,"T29-4N",6.214388,179.3488,0.097991168
2015-12-24 05:00:00,"T29-4N",6.475045,341.3052,3.135717376
2015-12-24 06:00:00,"T29-4N",7.705354,340.2411,3.42969088
2015-12-24 07:00:00,"T29-4N",7.377898,34.72197,0.685938176
2015-12-24 08:00:00,"T29-4N",7.901572,54.09094,1.371876352
2015-12-24 09:00:00,"T29-4N",9.253119,262.4314,1.861832192
2015-12-24 10:00:00,"T29-4N",7.58261,104.9743,1.371876352
2015-12-24 11:00:00,"T29-4N",7.191673,168.5384,1.077902848
2015-12-24 12:00:00,"T29-4N",5.089067,101.2921,2.841743872
2015-12-24 13:00:00,"T29-4N",5.232298,108.2187,4.507593728
2015-12-24 14:00:00,"T29-4N",4.442356,206.4875,7.741302272
2015-12-24 15:00:00,"T29-4N",9.442158,191.9407,5.487505408
2015-12-24 16:00:00,"T29-4N",75.45399,193.8913,12.73885184
2015-12-24 17:00:00,"T29-4N",105.667,210.226,8.133266944
2015-12-24 18:00:00,"T29-4N",29.12026,198.2388,6.36942592
2015-12-24 19:00:00,"T29-4N",19.92691,213.4531,2.4497792
2015-12-24 20:00:00,"T29-4N",14.33168,300.9786,7.937284608
2015-12-24 21:00:00,"T29-4N",27.46873,284.9906,7.643311104
2015-12-24 22:00:00,"T29-4N",8.82093,315.2805,4.703576064
2015-12-24 23:00:00,"T29-4N",7.378693,243.6606,2.547770368
2015-12-25 00:00:00,"T29-4N",6.303484,128.3094,2.743752704
2015-12-25 01:00:00,"T29-4N",5.968812,276.4494,4.40960256
2015-12-25 02:00:00,"T29-4N",5.26948,328.1108,5.193531904
2015-12-25 03:00:00,"T29-4N",4.90079,319.6237,4.507593728
2015-12-25 04:00:00,"T29-4N",3.971135,10.07785,3.42969088
2015-12-25 05:00:00,"T29-4N",5.799429,1.920209,4.115629056
2015-12-25 06:00:00,"T29-4N",5.627071,342.9523,4.507593728
2015-12-25 07:00:00,"T29-4N",5.678865,336.405,4.213620224
2015-12-25 08:00:00,"T29-4N",5.76349,254.7398,1.273885184
2015-12-25 09:00:00,"T29-4N",6.152224,58.77226,1.567858688
2015-12-25 10:00:00,"T29-4N",7.36574,40.80552,0.97991168
2015-12-25 11:00:00,"T29-4N",3.81171,93.87567,1.175894016
2015-12-25 12:00:00,"T29-4N",3.260686,184.4224,2.351788032
2015-12-25 13:00:00,"T29-4N",2.854517,139.8068,3.037726208
2015-12-25 14:00:00,"T29-4N",4.360556,186.3946,4.213620224
2015-12-25 15:00:00,"T29-4N",3.935251,151.6488,2.351788032
2015-12-25 16:00:00,"T29-4N",10.42274,323.3471,6.663399424
2015-12-25 17:00:00,"T29-4N",11.35345,319.3658,5.977461248
2015-12-25 18:00:00,"T29-4N",10.01305,343.1192,4.703576064
2015-12-25 19:00:00,"T29-4N",8.441096,0.08885843,5.193531904
2015-12-25 20:00:00,"T29-4N",10.61282,338.646,5.977461248
2015-12-25 21:00:00,"T29-4N",14.96296,327.4671,8.427240448
2015-12-25 22:00:00,"T29-4N",10.13965,342.8396,7.545319936
2015-12-25 23:00:00,"T29-4N",6.723542,334.4219,8.231258112
2015-12-26 00:00:00,"T29-4N",6.328798,329.2573,8.133266944
2015-12-26 01:00:00,"T29-4N",5.547761,329.5889,11.073001984
2015-12-26 02:00:00,"T29-4N",7.666422,325.3627,11.366975488
2015-12-26 03:00:00,"T29-4N",8.738071,342.7811,9.015187456
2015-12-26 04:00:00,"T29-4N",7.429442,325.2392,13.522781184
2015-12-26 05:00:00,"T29-4N",22.0508,324.4958,11.954922496
2015-12-26 06:00:00,"T29-4N",11.68873,325.5513,13.424790016
2015-12-26 07:00:00,"T29-4N",9.442585,337.9178,12.346887168
2015-12-26 08:00:00,"T29-4N",11.68824,340.7981,10.093090304
2015-12-26 09:00:00,"T29-4N",51.59072,329.3592,14.502692864
2015-12-26 10:00:00,"T29-4N",60.37329,326.2794,16.854480896
2015-12-26 11:00:00,"T29-4N",41.72657,333.9993,11.073001984
2015-12-26 12:00:00,"T29-4N",139.6302,331.9837,13.130816512
2015-12-26 13:00:00,"T29-4N",39.11399,332.1593,11.26898432
2015-12-26 14:00:00,"T29-4N",20.94037,341.5523,10.681037312
2015-12-26 15:00:00,"T29-4N",8.781556,342.1721,12.836843008
2015-12-26 16:00:00,"T29-4N",6.325966,321.6437,10.975010816
2015-12-26 17:00:00,"T29-4N",7.537319,337.1006,6.173443584
2015-12-26 18:00:00,"T29-4N",7.699416,325.146,7.055364096
2015-12-26 19:00:00,"T29-4N",6.171459,350.2019,5.87947008
2015-12-26 20:00:00,"T29-4N",5.556881,319.5804,9.897107968
2015-12-26 21:00:00,"T29-4N",5.552367,324.7732,9.113178624
2015-12-26 22:00:00,"T29-4N",7.026244,325.1568,5.193531904
2015-12-26 23:00:00,"T29-4N",6.736719,0.2557389,3.821655552
2015-12-27 00:00:00,"T29-4N",5.92595,0.03250918,3.625673216
2015-12-27 01:00:00,"T29-4N",6.414459,336.4895,3.42969088
2015-12-27 02:00:00,"T29-4N",8.975291,95.73736,0.48995584
2015-12-27 03:00:00,"T29-4N",5.836011,214.773,0.587947008
2015-12-27 04:00:00,"T29-4N",7.35061,219.1942,2.351788032
2015-12-27 05:00:00,"T29-4N",5.420118,58.98682,1.077902848
2015-12-27 06:00:00,"T29-4N",5.709237,338.8778,3.331699712
2015-12-27 07:00:00,"T29-4N",5.057247,271.6965,1.763841024
2015-12-27 08:00:00,"T29-4N",7.140167,315.144,1.46986752
2015-12-27 09:00:00,"T29-4N",7.947722,158.8355,0.48995584
2015-12-27 10:00:00,"T29-4N",8.33932,123.5175,1.763841024
2015-12-27 11:00:00,"T29-4N",4.437993,208.9473,3.821655552
2015-12-27 12:00:00,"T29-4N",3.589721,32.25777,0.97991168
2015-12-27 13:00:00,"T29-4N",3.253992,126.9852,3.331699712
2015-12-27 14:00:00,"T29-4N",3.927377,48.417,0.881920512
2015-12-27 15:00:00,"T29-4N",2.105645,84.34398,1.665849856
2015-12-27 16:00:00,"T29-4N",5.136445,110.8086,2.155805696
2015-12-27 17:00:00,"T29-4N",4.691418,150.6562,2.841743872
2015-12-27 18:00:00,"T29-4N",5.676033,134.4081,2.841743872
2015-12-27 19:00:00,"T29-4N",6.577505,51.69393,0.97991168
2015-12-27 20:00:00,"T29-4N",6.203868,229.1593,0.391964672
2015-12-27 21:00:00,"T29-4N",6.485809,323.9323,1.371876352
2015-12-27 22:00:00,"T29-4N",6.12033,260.2078,1.077902848
2015-12-27 23:00:00,"T29-4N",6.89136,204.9682,0.783929344
2015-12-28 00:00:00,"T29-4N",3.466862,277.7107,2.547770368
2015-12-28 01:00:00,"T29-4N",4.889705,317.1769,1.95982336
2015-12-28 02:00:00,"T29-4N",5.178182,354.4974,0.587947008
2015-12-28 03:00:00,"T29-4N",5.228926,69.68451,0
2015-12-28 04:00:00,"T29-4N",5.691494,318.9996,2.253796864
2015-12-28 05:00:00,"T29-4N",4.676464,319.3854,1.665849856
2015-12-28 06:00:00,"T29-4N",6.214964,294.2059,0.881920512
2015-12-28 07:00:00,"T29-4N",5.729701,307.1121,1.567858688
2015-12-28 08:00:00,"T29-4N",8.151191,64.56323,1.763841024
2015-12-28 09:00:00,"T29-4N",8.729932,218.6654,2.351788032
2015-12-28 10:00:00,"T29-4N",5.877552,119.8093,1.371876352
2015-12-28 11:00:00,"T29-4N",9.371577,118.7669,0.783929344
2015-12-28 12:00:00,"T29-4N",3.113073,110.9495,1.371876352
2015-12-28 13:00:00,"T29-4N",3.740473,289.3837,2.155805696
2015-12-28 14:00:00,"T29-4N",7.634155,279.2712,2.253796864
2015-12-28 15:00:00,"T29-4N",7.673326,315.1526,3.42969088
2015-12-28 16:00:00,"T29-4N",11.36309,308.6031,5.977461248
2015-12-28 17:00:00,"T29-4N",19.40395,323.7242,10.77902848
2015-12-28 18:00:00,"T29-4N",12.96469,312.099,7.3493376
2015-12-28 19:00:00,"T29-4N",9.047327,328.3795,7.545319936
2015-12-28 20:00:00,"T29-4N",7.867412,325.9262,6.36942592
2015-12-28 21:00:00,"T29-4N",8.432166,344.9462,8.623222784
2015-12-28 22:00:00,"T29-4N",7.261443,332.272,8.623222784
2015-12-28 23:00:00,"T29-4N",7.495072,317.9983,8.81920512
2015-12-29 00:00:00,"T29-4N",7.293177,331.494,7.447328768
2015-12-29 01:00:00,"T29-4N",6.175028,344.3502,10.583046144
2015-12-29 02:00:00,"T29-4N",7.688052,342.1093,9.603134464
2015-12-29 03:00:00,"T29-4N",7.649435,342.9025,9.505143296
2015-12-29 04:00:00,"T29-4N",7.413695,333.3903,9.701125632
2015-12-29 05:00:00,"T29-4N",8.099241,336.5025,7.055364096
2015-12-29 06:00:00,"T29-4N",7.744601,335.0309,8.623222784
2015-12-29 07:00:00,"T29-4N",8.351533,331.4809,6.85938176
2015-12-29 08:00:00,"T29-4N",8.494652,331.7301,5.095540736
2015-12-29 09:00:00,"T29-4N",9.440621,345.1348,7.83929344
2015-12-29 10:00:00,"T29-4N",8.659122,332.5646,8.32924928
2015-12-29 11:00:00,"T29-4N",7.91734,330.3756,4.801567232
2015-12-29 12:00:00,"T29-4N",6.411058,325.5339,6.173443584
2015-12-29 13:00:00,"T29-4N",5.323687,313.6746,4.801567232
2015-12-29 14:00:00,"T29-4N",6.971519,36.2499,1.077902848
2015-12-29 15:00:00,"T29-4N",7.978887,270.0711,1.273885184
2015-12-29 16:00:00,"T29-4N",6.933886,291.2844,1.763841024
2015-12-29 17:00:00,"T29-4N",9.324213,184.8884,1.763841024
2015-12-29 18:00:00,"T29-4N",9.237119,39.15839,1.46986752
2015-12-29 19:00:00,"T29-4N",9.796536,137.3925,4.213620224
2015-12-29 20:00:00,"T29-4N",8.669566,187.2529,1.861832192
2015-12-29 21:00:00,"T29-4N",9.887437,204.914,2.351788032
2015-12-29 22:00:00,"T29-4N",9.850028,347.5881,3.331699712
2015-12-29 23:00:00,"T29-4N",8.33882,332.1138,1.665849856
2015-12-30 00:00:00,"T29-4N",8.152939,350.7307,1.371876352
2015-12-30 01:00:00,"T29-4N",9.18215,330.627,2.253796864
2015-12-30 02:00:00,"T29-4N",8.310492,323.1716,2.155805696
2015-12-30 03:00:00,"T29-4N",6.782001,1.341545,3.723664384
2015-12-30 04:00:00,"T29-4N",7.353334,339.0555,2.155805696
2015-12-30 05:00:00,"T29-4N",8.500888,319.0689,1.46986752
2015-12-30 06:00:00,"T29-4N",9.303374,287.7994,1.567858688
2015-12-30 07:00:00,"T29-4N",11.86176,0.05634925,2.841743872
2015-12-30 08:00:00,"T29-4N",10.72641,95.7482,0.783929344
2015-12-30 09:00:00,"T29-4N",10.05782,120.8388,1.077902848
2015-12-30 10:00:00,"T29-4N",9.475286,94.48468,0
2015-12-30 11:00:00,"T29-4N",7.557108,89.76001,0
2015-12-30 12:00:00,"T29-4N",6.345356,126.4672,0.685938176
2015-12-30 13:00:00,"T29-4N",8.139852,194.0906,2.743752704
2015-12-30 14:00:00,"T29-4N",7.356328,153.66,1.46986752
2015-12-30 15:00:00,"T29-4N",8.555941,181.3189,2.743752704
2015-12-30 16:00:00,"T29-4N",9.249825,162.2902,1.763841024
2015-12-30 17:00:00,"T29-4N",13.17645,90.15662,1.371876352
2015-12-30 18:00:00,"T29-4N",11.21319,273.9462,2.547770368
2015-12-30 19:00:00,"T29-4N",13.39992,348.5439,1.665849856
2015-12-30 20:00:00,"T29-4N",10.94005,14.63997,1.46986752
2015-12-30 21:00:00,"T29-4N",11.35823,310.3478,1.273885184
2015-12-30 22:00:00,"T29-4N",12.57014,330.744,2.155805696
2015-12-30 23:00:00,"T29-4N",10.28219,101.6432,0.48995584
2015-12-31 00:00:00,"T29-4N",9.035251,246.3502,0.881920512
2015-12-31 01:00:00,"T29-4N",8.763638,264.2346,2.93973504
2015-12-31 02:00:00,"T29-4N",10.75286,158.3674,1.077902848
2015-12-31 03:00:00,"T29-4N",9.186596,69.25539,0.97991168
2015-12-31 04:00:00,"T29-4N",7.7966,248.0927,1.567858688
2015-12-31 05:00:00,"T29-4N",8.146013,270.1534,0
2015-12-31 06:00:00,"T29-4N",9.785289,284.2429,2.057814528
2015-12-31 07:00:00,"T29-4N",9.087267,293.5362,0.685938176
2015-12-31 08:00:00,"T29-4N",9.669772,338.8692,2.841743872
2015-12-31 09:00:00,"T29-4N",8.883069,223.4638,1.861832192
2015-12-31 10:00:00,"T29-4N",9.782772,66.85188,0.881920512
2015-12-31 11:00:00,"T29-4N",8.349054,87.39767,2.155805696
2015-12-31 12:00:00,"T29-4N",9.088446,152.0346,2.841743872
2015-12-31 13:00:00,"T29-4N",5.543079,117.6616,3.135717376
2015-12-31 14:00:00,"T29-4N",5.306347,125.6935,2.057814528
2015-12-31 15:00:00,"T29-4N",6.976315,188.2498,2.841743872
2015-12-31 16:00:00,"T29-4N",10.46559,194.7365,2.155805696
2015-12-31 17:00:00,"T29-4N",8.999411,216.9316,1.175894016
2015-12-31 18:00:00,"T29-4N",10.5133,135.3162,1.95982336
2015-12-31 19:00:00,"T29-4N",7.061721,140.5654,2.4497792
2015-12-31 20:00:00,"T29-4N",9.426245,320.5817,1.371876352
